Coupon,YTM,CurrentYield,RatingNum
6.5,4.481,5.7989,8
7.77,7.115,9.3863,6
5.59,4.197,5.3952,10
6.01,4.272,4.6167,10
1.55,1.504,1.5303,11
4.06,3.311,3.8287,11
8,8.534,10.8269,6
7.45,5.461,7.5974,6
5.46,3.48,4.109,11
4.46,3.196,3.9375,11
7.91,5.099,7.3842,8
3.14,2.552,2.8452,9
6.04,4.434,6.4502,9
5.24,3.922,4.684,8
4.46,3.761,4.9043,5
6.93,5.187,7.3372,6
3.96,3.113,3.7257,11
5.9,4.763,6.8677,9
3.81,2.895,3.4845,9
4.51,4.186,4.2228,8
9.42,5.405,9.3675,6
5.65,4.324,5.1787,8
5.69,4.317,4.3638,9
8.67,5.359,7.6213,9
6.46,3.734,4.9268,9
5.43,4.193,5.1877,10
7.29,5.513,7.9317,6
5.07,3.328,3.9656,11
5.59,5.983,6.8927,8
5.51,4.715,5.1113,10
9.84,9.334,36.3368,5
7.44,5.115,6.6233,7
6.12,4.463,6.0438,8
6.51,4.639,6.4507,7
6.75,4.551,6.5828,9
2.26,1.999,2.1151,11
3.42,2.813,3.2671,9
6.24,5.585,6.962,7
1.66,1.544,1.6167,11
6.73,5.051,6.1675,8
5.45,4.123,4.5683,9
2.59,2.22,2.4188,11
3.37,3.255,3.2981,9
4.65,3.461,4.3547,8
7.14,3.976,5.0707,8
4.31,4.009,4.0413,11
6.31,7.137,7.1835,6
5.15,4.191,5.6569,8
7.59,4.512,7.3948,6
8.29,4.269,6.0221,9
5.69,4.963,5.0524,8
1.28,1.217,1.262,11
0.78,0.571,0.748,11
4.06,3.099,3.528,11
6.13,5.141,6.7892,9
1.61,1.235,1.5661,10
6.66,4.854,6.3647,7
8.54,5.474,9.7178,6
1.62,1.481,1.573,11
5.35,4.197,5.1211,10
4.06,3.293,3.8597,8
5.22,4.211,4.8581,9
7.28,6.573,7.5222,6
0.97,0.939,0.9583,11
5.52,3.747,4.8096,11
5.48,4.445,5.9154,9
6,4.44,5.6322,9
5.66,5.982,6.8004,8
4.96,4.007,4.5601,10
8.95,5.768,10.5592,5
8.25,5.439,8.3434,6
10.87,6.735,10.0639,6
4.79,3.445,4.2929,11
5.68,6.608,12.1732,5
4.93,2.327,4.5388,9
6.92,4.31,5.8426,10
2.87,2.597,2.6554,9
4.65,3.307,3.9632,11
6.04,4.322,4.9026,9
8.3,4.355,6.1788,9
7.97,4.544,6.1659,8
4.82,3.906,4.696,8
5.05,3.709,4.4151,8
9.45,6.244,9.591,5
4.42,2.251,4.0373,11
5.06,3.598,4.6354,10
5.54,3.55,4.5136,10
9.09,5.483,8.4661,6
4.59,3.91,4.3115,10
8.19,6.968,8.2023,6
7.04,4.883,7.6831,6
8.05,5.97,8.432,7
5.33,4.527,4.7679,10
2.53,2.179,2.4229,9
7.09,5.765,6.9722,9
4.21,3.173,3.81,9
5.13,4.004,5.0442,10
4.23,3.081,3.8651,9
5.1,3.758,4.669,8
4.9,3.797,4.9969,9
3.17,2.593,2.9782,8
3.34,2.993,3.0276,11
7.81,5.053,7.5372,6
5.15,4.338,4.7978,8
10.26,10.034,10.1474,6
2.45,2.536,2.6855,7
6.23,4.558,5.4601,9
5.67,3.701,4.8092,9
7.53,5.011,7.3142,7
6.54,4.702,7.1663,9
3.74,2.663,3.3944,10
10.06,5.451,9.1746,6
7.95,4.649,5.479,8
6.14,4.772,7.0991,6
5.41,3.83,5.1144,10
4.66,3.304,4.0297,11
6.1,5.304,5.3835,8
5.06,4.149,5.4054,8
6.65,3.332,5.8477,9
6.83,4.079,5.4749,11
1.57,1.463,1.5215,11
5.32,3.725,4.8911,10
5.55,4.591,4.7804,8
6.01,4.049,5.5209,8
6.56,4.639,6.2835,8
2.41,2.152,2.2582,11
6.04,4.547,5.6412,9
2.69,2.349,2.6375,10
8.61,5.977,6.5655,8
3.46,2.335,3.4531,9
6.29,4.876,7.5257,8
5.79,4.551,5.2219,8
7.15,3.678,4.5397,11
5.98,4.174,5.6942,10
6.48,4.05,5.5848,8
8.95,6.007,7.3073,7
7,4.521,5.3759,8
3.45,2.776,3.2225,8
3.52,2.979,3.3585,6
0.88,0.842,0.8658,11
5.24,2.571,4.7472,11
5.68,3.782,5.0119,9
4.52,3.38,4.2125,11
5.37,4.061,4.8769,8
8.03,5.307,7.9758,5
7.81,4.793,7.4416,6
5.73,4.626,7.0032,8
5.34,3.719,4.7509,10
4.15,3.377,4.1024,10
7.13,4.7,6.9277,8
5.9,4.653,5.0557,8
3.94,3.338,4.0547,9
9.67,7.513,8.7235,6
4.78,3.304,3.9573,11
5.75,3.797,5.0048,10
8.86,5.281,8.3037,6
5.94,4.928,5.2192,8
4.07,2.186,3.7822,11
5.48,3.546,4.8767,9
10.08,5.591,10.2606,5
3.34,2.762,3.2075,9
5.88,4.427,5.2873,9
5.96,5.25,6.3122,8
4.19,3.38,4.0636,8
4.29,3.179,3.905,9
3.68,3.452,3.5422,11
1.69,1.58,1.6598,11
8.68,4.119,5.1364,10
6.15,3.335,4.0891,11
8.56,4.417,6.2327,8
5.54,3.697,4.8338,10
4.73,3.513,4.4677,8
5.22,3.898,5.1192,9
1.23,1.171,1.2133,11
5.5,4.328,4.8599,10
6.08,5.031,6.1346,9
3.07,2.585,2.8807,10
5.51,4.287,6.0918,9
3.93,3.367,3.8819,9
6.97,3.976,5.4241,8
3.31,2.763,3.0445,9
6.94,5.097,7.296,6
5.94,4.412,5.6809,9
5.69,4.334,5.4917,9
8.2,4.333,5.6505,8
5.7,4.589,6.7273,9
5.34,3.621,4.8674,10
5.36,3.451,4.1947,11
3.91,3.081,3.6057,10
5.01,3.274,4.0567,11
5.81,4.077,5.3357,8
4.84,3.407,4.1905,11
8.45,5.962,8.0316,7
1.45,1.384,1.4137,10
5.32,3.478,4.4348,9
5.12,4.595,4.7761,10
5.13,3.904,4.2541,10
7.4,5.566,5.9428,8
8.31,5.139,8.5205,6
5.12,3.502,4.2799,9
6.85,4.601,6.2706,8
6.69,5.446,6.6284,6
4.07,3.417,4.0225,9
5.81,3.992,4.9392,9
6.57,4.339,6.1367,7
10.36,6.17,11.2158,5
7.5,5.782,6.4383,8
4.59,3.254,4.0627,11
2.99,2.433,2.7608,11
6.97,8.79,9.1458,6
4.75,5.129,5.189,9
11.92,7.44,21.4427,5
8.95,5.545,8.5835,6
8.58,4.997,8.0007,7
5.43,4.259,5.3136,8
1.95,1.791,1.8934,11
6.95,3.921,5.0351,9
7.33,5.309,6.0484,9
7.59,5.047,7.9979,7
9.16,5.206,8.6334,6
7.71,5.724,7.6854,9
3.59,2.913,3.443,8
4.3,3.138,3.803,11
7.4,4.043,5.4823,8
8.13,4.587,7.1535,9
5.91,3.608,5.2905,9
5.48,4.237,4.6774,8
3.45,3.063,3.3479,8
6.43,5.097,7.3352,8
7.17,5.917,6.2691,8
2.43,2.153,2.354,9
7.5,4.686,6.9348,9
8.75,4.078,5.6357,9
6.92,4.656,6.3469,7
5.96,4.151,5.7242,7
6.5,5.227,8.4448,6
2.68,2.223,2.5127,11
2.34,2.332,2.3405,10
6.56,4.046,5.5307,8
4.54,3.881,4.3345,9
8.57,6.153,7.7599,6
2.08,1.791,1.9437,11
11.01,11.834,17.5095,5
7.23,6.123,7.0681,8
3.65,3.155,3.5228,11
7.8,4.411,6.3746,9
4.24,1.837,3.9179,11
6.77,4.493,6.0985,8
7.26,4.516,6.2035,10
5.06,4.087,5.6688,9
3.07,2.752,3.036,11
4.88,3.355,4.4352,9
9.83,4.596,6.8065,8
4.15,3.481,3.9096,11
5.76,3.72,4.6829,9
6.1,4.146,5.1067,10
10.26,6.851,16.3194,5
6.91,5.343,7.5527,6
4.71,4.316,4.7461,8
3.89,1.143,3.6149,11
1.01,0.978,0.9889,11
4.01,3.242,3.8103,8
1.39,1.298,1.3493,10
3.62,3.014,3.4751,11
5.57,4.655,6.821,8
6.42,4.275,6.0248,8
5.65,3.567,4.6021,8
4.44,3.309,3.8135,10
5.51,4.071,5.318,10
6.61,4.538,6.4557,8
7.67,6.157,7.2482,8
6.06,4.542,6.4896,9
5.48,3.675,4.5716,9
8.65,6.565,7.8629,7
6.21,3.825,5.1107,8
0.98,0.94,0.9592,11
4.04,3.455,3.6667,9
3.86,3.377,3.8161,9
8.93,5.407,9.4507,6
9.86,6.755,12.3838,6
4.56,3.231,3.9474,11
5.34,3.767,4.9762,11
3.31,2.76,3.2391,8
10.59,10.01,10.7973,5
4.46,3.538,4.2541,9
5.74,3.827,4.5872,9
3.52,3.255,3.5042,10
2.53,2.198,2.4426,10
4.71,3.891,4.5254,9
6.53,5.093,7.1719,6
8.55,7.274,19.1147,5
5.44,4.006,5.068,8
4.56,3.755,4.1037,10
5.28,3.55,4.1785,11
2.04,1.807,1.9469,11
7.29,4.963,7.5835,6
7.08,4.852,7.4952,6
4.97,4.248,4.4249,9
0.7,0.667,0.6849,11
5.33,3.193,4.9739,8
5.47,5.063,5.3854,8
5.02,3.604,4.5591,8
4.91,3.516,4.4274,10
6.54,3.987,5.4418,9
7.14,4.666,5.9268,8
3.49,0.775,3.2544,10
4.85,3.319,4.2321,8
2.04,1.775,1.9971,10
4.36,3.944,4.0081,9
5.25,4.056,5.5833,9
6.68,5.235,6.5203,6
6.57,4.431,5.8561,8
1.12,1.082,1.0985,11
1.29,1.127,1.2471,11
8.47,6.727,7.7678,6
0.68,0.646,0.6623,10
5.43,3.814,5.0329,9
3.03,2.423,2.8598,11
1.79,1.688,1.7589,9
7.41,5.63,9.8774,6
5.95,4.33,6.1208,9
4.55,3.1,4.1454,10
6.61,4.787,5.6919,8
5.69,3.478,4.3908,10
9.19,10.345,18.7245,5
10.98,6.264,9.6443,7
4.03,3.453,3.7695,11
5.33,4.257,4.9563,7
5.97,3.623,4.7,8
5.31,4.312,5.0038,7
5.22,3.67,4.246,11
6.8,6.31,6.7857,7
4.83,4.604,4.7921,9
8.95,5.755,6.8973,8
8.92,5.418,8.5728,6
6.57,6.824,7.3556,6
4.35,3.829,4.3005,11
0.92,0.604,0.8892,10
5.3,3.811,4.4628,9
4.93,3.261,4.4519,8
3.69,2.725,3.1868,11
3.9,3.159,3.7457,11
5.82,4.096,4.9465,9
11.93,6.23,11.2941,5
5.21,3.431,4.319,9
5.72,5.151,6.1665,9
1.18,1.085,1.1611,10
5.94,3.788,4.6831,9
1.86,1.69,1.8064,10
5.61,3.801,5.0513,8
5.15,4.702,6.0788,8
6.78,5.59,5.9889,9
6.86,6.261,9.9869,6
7.66,6.635,8.5215,6
4.41,3.201,4.044,8
4.1,3.168,3.91,9
7.32,5.585,9.9836,6
8.62,5.066,8.306,7
4.54,3.657,4.7559,9
9.54,5.868,8.8497,7
7.47,4.303,5.7961,8
8.48,5.193,6.8156,9
6.79,2.967,6.9131,5
2.55,2.157,2.3923,11
5.93,4.139,5.6768,8
0.84,0.777,0.8269,11
5.28,3.205,3.933,11
5.48,3.486,4.4506,9
5.64,4.548,5.712,9
8.71,7.375,8.193,6
9.41,6.363,13.4141,6
6.35,4.208,5.1833,10
3.87,3.216,3.8685,7
1.82,1.646,1.743,9
7.2,5.277,7.4357,8
2.83,2.372,2.6466,10
5.33,4.856,5.0661,10
3.76,3.26,3.5657,11
4.95,3.641,4.2103,11
4.43,3.373,4.1631,8
4.93,3.689,4.3586,11
6.3,5.527,6.5455,7
3.24,2.86,3.0819,10
4.19,3.376,4.0432,8
7.59,2.782,6.9748,7
8.28,5.18,8.3857,7
4.47,3.295,4.1073,11
5.19,3.452,4.71,10
4.8,3.397,3.9627,11
3.71,3.109,3.5967,8
8.02,5.995,9.3988,6
6.41,4.33,5.1383,8
5.84,3.795,4.9162,8
4.98,2.317,4.5459,11
2.95,2.679,2.6943,11
1.97,1.918,1.9227,10
10.18,4.545,6.7758,8
2.08,1.885,2.0243,9
4.28,3.604,3.9414,10
4.2,3.168,3.7668,9
4.7,4.067,4.3729,7
7.59,5.108,7.5485,6
3.57,2.846,3.2888,9
7.46,3.889,5.2402,9
7.91,4.238,5.9956,8
9.91,6.673,11.6794,5
6.75,4.589,6.5547,7
6.94,4.142,5.6249,8
6.59,4.096,4.8314,9
9.05,5.024,8.1539,6
6.95,3.019,6.4103,7
9.94,5.481,9.0241,6
5.23,4.158,5.5709,9
0.93,0.849,0.8978,11
3.76,3.439,3.517,10
5.55,3.703,4.7319,9
8.6,6.643,7.7464,8
7.72,4.809,7.358,9
5.12,3.81,5.0638,9
4.85,3.867,5.078,9
2.8,2.365,2.6001,10
4.9,2.488,4.4152,11
5.2,3.486,4.3507,11
4.93,3.658,4.62,7
5.59,3.783,4.7078,9
6.99,4.344,6.1262,7
9.7,6.891,11.937,5
0.8,0.758,0.7756,10
5.56,4.619,6.3412,9
7.63,7.22,7.9795,7
2.7,2.206,2.5065,11
4.96,3.336,4.0609,11
6.17,4.229,5.3075,8
5.37,4.261,5.6652,10
3.18,2.869,3.1225,9
6.38,3.9,5.0094,8
2.4,2.155,2.2624,10
7.44,6.542,7.7194,6
6.04,6.309,7.4789,6
3.95,3.303,3.5518,9
8.2,4.946,7.4566,7
1.92,1.764,1.8268,10
8.29,4.937,7.1214,8
6.26,5.278,7.6388,8
1.81,1.651,1.7575,9
7.27,5.327,7.9005,6
6.1,4.35,5.7477,9
5.38,7.9,9.8843,5
0.56,0.519,0.5512,10
5.08,3.442,4.5288,9
6.04,5.045,6.3828,9
1.16,0.875,1.1221,11
1.49,1.414,1.4566,10
6.65,3.853,4.9668,9
4.18,3.734,3.7893,9
7,5.26,5.829,8
5.08,3.386,5.0153,8
4.25,3.123,3.9399,10
5.18,4.473,5.0546,8
2.82,2.381,2.6382,11
3.9,3.442,4.1161,10
0.7,0.675,0.6935,11
7.53,4.388,5.7406,8
4.27,3.636,3.6433,11
7.1,4.787,7.4455,6
6.09,4.955,7.004,6
5.76,3.575,4.5856,10
8.19,5.256,8.7989,5
5.21,3.593,4.5734,9
4.87,4,4.2208,9
6.07,4.464,5.7264,10
5.03,3.722,4.4851,9
11.52,6.649,14.261,6
5.34,3.831,5.1317,9
4.88,3.8,4.6068,10
10.11,5.358,8.6662,9
4.45,3.506,4.1616,9
7.68,3.858,4.0967,8
2,1.843,1.9883,8
5.61,4.594,6.0518,9
6.2,3.942,5.3078,9
3.2,2.987,3.0796,11
7.29,4.536,6.7625,8
4.07,3.045,3.5705,10
5,3.899,4.5977,10
4.87,3.447,4.3842,11
5.24,4.424,5.0327,9
3.55,3.12,3.2925,8
7.92,5.46,5.8171,9
8.3,4.998,7.0704,8
7.07,4.143,5.7475,9
4.19,3.155,3.7001,10
3.28,2.584,2.999,9
4.47,3.204,3.9446,9
4.62,3.087,3.753,11
6.94,4.694,7.1947,6
4.68,2.368,4.2763,9
3.52,2.939,3.4211,10
7.36,4.988,6.8192,8
5.01,1.803,4.6069,10
9.81,5.502,9.7904,6
8.29,4.234,5.7498,8
6.29,5.799,5.9033,9
5.36,3.759,4.7455,8
5.21,3.876,5.1134,8
6.15,5.494,5.7418,9
3.64,3.369,4.0128,9
6.52,4.202,5.6622,8
3.1,2.826,2.9952,11
2.04,1.835,1.979,8
5.31,3.657,4.4939,8
6.92,4.576,5.9338,8
7.13,4.66,6.1529,8
2.75,2.301,2.5785,11
4.82,3.469,4.4896,9
4.41,2.673,4.1261,10
3.45,2.946,3.5183,9
7.77,6.162,6.9524,7
7.96,5.777,7.9338,6
5.2,3.738,4.6957,8
7.34,5.866,6.3987,9
2.61,0.788,2.4579,11
1.16,1.119,1.1429,11
9.02,4.067,5.5034,9
3.9,3.162,3.8284,9
8.81,6.917,11.8797,6
7.84,4.83,7.2525,6
5.09,3.65,4.1845,9
4.06,3.245,3.896,9
6.95,5.462,5.929,8
5.62,3.645,4.5359,11
7.01,5.924,5.9568,8
8.71,5.732,6.2608,9
5.55,4.406,5.0381,9
5.89,2.326,5.3677,9
7.71,6.291,7.0968,7
5.54,5.112,5.6261,7
3.57,3.029,3.5159,9
6.09,4.302,5.7162,10
4.6,3.465,4.1948,9
6.48,3.967,5.0295,8
8.91,6.116,8.5756,6
5.66,3.854,5.6896,6
3.1,2.713,2.8595,11
5.05,3.911,4.454,9
6.98,4.816,7.3582,6
2.35,2.064,2.2309,8
4.99,3.544,4.2877,9
4.29,1.052,3.9711,9
5.46,3.737,4.8594,9
5.04,3.743,4.8299,8
3.62,2.767,3.2359,11
5.16,3.733,4.5579,10
1.43,1.154,1.3962,9
5.32,3.923,5.1456,8
8.72,7.387,8.4349,6
5.55,3.968,4.4686,11
5.35,5.63,6.6,8
6.12,3.767,4.4165,9
0.87,0.84,0.8591,11
3.02,2.658,2.8306,9
6.49,5.388,5.84,8
8.25,6.085,6.1161,8
4.25,3.505,4.0079,11
4.84,3.815,4.2722,8
4.73,3.447,4.1612,11
5.05,3.587,4.4009,8
6.2,3.745,4.9183,9
4.05,3.29,3.5461,10
0.62,0.576,0.612,11
7.04,5.255,7.2139,6
8.53,5.088,7.7786,7
5,4.127,4.2996,11
5.91,5.335,5.8619,9
6.22,4.313,5.8902,9
2.95,2.47,2.8181,9
6.43,4.373,5.7679,8
3.26,2.623,3.0065,9
7.31,5.08,7.1359,7
6.59,3.854,5.0704,9
8.57,4.646,5.0897,10
7.77,4.983,7.6688,6
4.78,3.556,4.4635,11
1.53,1.407,1.4744,10
6.38,5.098,5.9632,8
6.44,3.945,4.6105,9
6.56,4.404,6.1533,7
5.46,3.452,4.8907,8
6.56,4.967,6.5073,7
5.8,5.475,6.3236,9
6.65,4.142,4.9668,8
10.53,8.772,9.5753,6
3.28,2.616,3.0648,8
5.28,4.205,4.6779,11
7.42,4.688,7.0984,6
5.98,3.865,5.1663,8
2.79,2.587,2.6395,11
9.57,6.806,8.9114,6
10.4,6.786,9.8737,6
7.34,5.253,7.5803,7
2.97,2.569,2.8219,10
2.86,2.586,2.6306,11
6.46,3.633,4.6683,10
4.68,3.35,3.9114,11
4.91,4.029,5.2944,9
8.04,4.161,5.7245,9
4.17,3.081,3.7639,8
2.89,2.36,2.6668,9
2.3,2.206,2.2352,9
2.76,2.7,2.723,8
5.82,5.052,5.5297,9
7.59,5.064,8.0522,8
6.24,5.066,5.642,8
6.91,4.434,6.3019,7
4.77,4.494,5.418,9
8.86,5.079,8.1247,6
4.33,3.276,3.6839,10
5.32,3.867,4.9364,8
7.66,4.329,6.2246,8
4.75,3.376,4.2517,10
6.06,4.446,5.8556,7
6.89,4.109,5.6098,8
6.48,3.601,4.6615,9
5.69,3.655,4.6245,10
5.53,4.347,5.4682,9
0.84,0.676,0.8145,11
6.94,4.345,5.6272,9
5.16,3.48,4.6022,9
4.65,4.124,4.2327,11
6.11,3.675,4.7982,10
7.67,4.904,7.76,6
4.42,3.274,3.812,10
4.32,3.082,3.7911,11
5.04,3.648,4.0982,11
5.19,3.823,5.0847,9
7.17,4.486,6.2051,8
6.12,4.129,5.7244,10
6.03,3.902,4.473,11
5.48,4.6,6.1809,5
8.08,6.072,6.1069,8
1.6,1.559,1.5627,10
9.76,5.389,8.7432,7
6.56,3.972,5.927,9
9.97,5.46,9.3151,6
5.41,3.913,5.1681,8
6.85,4.829,6.5238,9
5.59,3.348,4.1589,11
5.69,5.405,5.6004,7
5.28,3.811,5.0406,8
7.07,4.824,7.5591,6
5.33,3.751,5.1142,9
5.75,4.846,5.3468,9
13.18,8.391,21.0107,5
6.62,5.192,5.8065,8
6.73,3.989,5.3553,10
7.27,6.075,7.398,7
4.96,4.417,4.7292,8
6.99,5.238,7.1073,7
4.56,4.038,4.0682,11
6.96,5.191,5.6197,9
3.28,2.718,3.1758,11
4.05,3.309,3.6691,10
4.46,3.59,4.1819,11
6.07,4.76,6.9514,6
4.2,3.153,3.8635,11
9.3,3.738,10.8785,5
5.83,3.877,5.2058,8
4.55,3.341,4.1255,9
5.04,3.273,3.9858,11
11.26,5.856,11.3841,6
5.96,4.091,5.6611,10
4.96,3.537,4.1223,11
5.38,6.714,7.5935,6
6.84,4.463,5.8773,8
10.76,6.938,16.5538,5
6.79,5.34,6.842,6
7.35,4.245,5.8176,9
5.46,4.079,4.9318,10
4.71,3.855,4.1483,11
5.63,5.796,6.7288,8
5.17,3.574,4.237,9
11.62,6.573,11.4404,6
5.36,4.223,4.7594,11
6.94,3.605,4.6387,9
8.03,5.1,7.7063,8
6.16,3.819,5.0102,8
6.54,4.689,7.1766,8
3.62,3.492,3.975,9
5.21,3.689,3.9656,11
8.55,4.832,7.3265,7
7.2,4.34,5.1903,9
7.03,4.064,5.2349,8
6.57,5.399,6.1719,7
2.41,2.093,2.2317,11
1.66,1.523,1.5935,11
4.97,3.644,4.7096,9
4.39,3.917,4.3465,10
5.74,6.88,7.0447,8
6.32,3.877,5.155,8
5.33,3.455,4.3295,11
7.04,4.926,6.5415,7
6.72,5.005,6.0914,8
7.16,4.814,7.5045,6
8,4.352,6.278,8
4.92,3.826,4.5221,10
3.25,2.635,2.983,11
5.71,4.531,5.6839,9
4.32,3.75,4.0628,11
7.84,5.648,7.2923,6
7.36,4.935,6.6342,7
3.15,2.605,2.9445,10
7.39,4.034,5.4802,9
5.71,3.969,5.2448,9
7.36,4.347,6.0867,7
6.81,5.719,8.5779,6
7.37,4.366,6.2943,8
4.54,3.66,4.1239,8
5.52,3.955,4.2374,10
1.91,1.717,1.8229,11
5.21,3.015,4.7563,11
4.2,3.698,3.7577,9
7.95,4.909,7.8287,6
6.12,4.342,5.7309,9
8.84,5.138,8.5535,8
7.04,4.121,5.1613,9
7.53,5.46,6.1125,8
9.59,11.494,12.1285,6
4.91,3.684,4.7973,9
0.9,0.839,0.8803,11
7.33,4.61,6.325,9
2.96,2.625,2.7718,11
7.32,5.198,7.4496,7
7.24,3.799,4.7748,10
2.69,2.356,2.5242,10
7.47,5.46,7.3822,6
9.65,8.06,8.6976,6
1.85,1.702,1.7581,10
7.03,5.161,6.1813,9
3.67,3.182,3.9226,9
4.8,3.28,4.4469,9
6.79,5.084,6.3087,8
1.57,0.741,1.5221,11
4.59,3.395,4.2246,10
1.84,1.803,1.8039,11
6.54,5.428,5.455,9
8.43,6.741,8.2244,7
5.06,3.709,4.3218,11
0.84,0.799,0.8216,11
4.59,2.608,4.2273,11
2.23,2.162,2.1999,10
4.1,3.339,3.7453,8
7.84,5.04,7.767,7
5.74,3.723,4.8102,9
7.68,5.044,7.9396,5
7.53,7.399,9.9367,6
8.91,4.355,6.2746,11
2.89,2.523,2.6944,10
0.64,0.613,0.6305,11
4.74,3.671,4.6718,8
5.32,4.118,4.8825,9
6,4.043,4.9096,8
2.35,2.219,2.2307,11
6.54,4.602,5.8492,9
6.43,5.895,6.0043,7
3.92,3.189,3.7383,11
4.76,3.866,4.4712,8
2.01,1.806,1.9338,9
5.04,3.604,4.6315,10
7.02,5.258,7.1089,5
1.11,0.98,1.0705,11
5.84,4.436,5.5971,10
5.01,4.283,4.4325,9
5.46,4.211,5.0041,10
5.27,4.426,4.7125,10
3.21,2.757,3.083,9
1.7,1.649,1.6626,9
3.22,2.771,2.9388,9
4.9,3.101,3.7779,11
4.71,4.259,4.6118,8
7.54,4.991,6.862,8
5.08,3.638,4.6274,8
1.35,0.66,1.3043,11
7.74,4.613,6.9138,7
6.19,5.107,5.3556,9
6.51,5.067,8.2919,6
6.25,4.111,5.2402,8
7.17,7.618,13.3321,5
9.49,6.71,8.4491,7
5.48,4.364,5.2151,8
1.42,1.08,1.3854,10
1.95,1.742,1.8712,9
8.88,6.938,9.0529,6
7.22,6.885,8.9969,7
2.1,1.923,2.0355,10
4.68,3.557,4.1943,9
6.34,4.298,6.0186,10
6.57,3.891,5.0383,8
5.8,4.669,6.55,6
1.34,1.294,1.3245,11
11.35,5.678,10.2455,6
6.42,3.786,4.7265,9
7.91,5.761,7.1351,7
1.09,1.051,1.0649,11
1.55,1.406,1.4751,11
5.67,1.688,5.4368,7
3.91,3.443,3.7976,11
2.28,1.885,2.1374,10
5.05,3.555,4.2111,11
8.36,5.438,6.0628,9
6.97,4.814,7.2954,6
3.09,2.647,3.0458,10
6.32,4.011,5.4534,8
4.94,3.831,4.0652,11
6.19,3.599,4.6587,11
2.52,2.26,2.515,10
4.99,3.397,4.3267,11
7.74,5.275,7.8899,8
5.47,3.654,4.7351,9
7.71,4.565,7.5139,6
2.03,1.907,2.0067,10
4.39,3.418,4.0249,10
6.33,3.777,4.9953,9
11.41,8.119,11.0841,6
8.7,5.098,8.4229,8
6.22,4.537,6.194,9
7.12,5.114,8.0726,7
7.19,4.883,7.0921,6
11.07,6.277,10.8711,6
6.04,4.679,6.9013,6
3.27,2.817,3.1146,8
6.43,4.484,5.9007,7
7,5.048,7.6145,8
5.37,4.191,5.199,10
2.7,2.408,2.6507,9
1.96,1.738,1.8702,11
7.73,4.907,7.1574,7
8.2,4.873,6.3291,9
4.47,3.311,3.9684,11
8.17,4.818,7.5466,8
7.56,5.402,6.9085,7
7.69,5.912,9.3099,7
2.61,2.274,2.3969,11
5.65,4.095,5.0227,9
5.8,4.85,5.2627,10
7.25,5.013,6.4761,7
5.67,3.961,4.4197,9
5.35,4.496,4.695,11
5.38,4.647,5.1351,8
4.58,3.914,4.7441,9
4.44,3.411,3.9717,9
5.2,3.725,4.3398,11
3.89,3.249,3.7379,9
5.78,2.956,5.296,8
6.5,4.882,5.5799,8
7.92,4.749,7.1236,6
5.88,3.855,4.9826,9
6.39,4.329,5.7048,9
5.3,3.719,4.8508,8
5.7,3.674,4.7508,9
7.16,4.448,6.5138,7
3.58,2.569,3.2838,10
4.38,3.321,4.0919,11
6.91,4.358,6.2455,7
9.41,7.332,10.7053,5
5.71,3.431,4.1413,10
5.39,4.858,5.3093,9
3.4,2.813,3.191,9
7.19,4.153,5.6251,9
1.46,1.388,1.4171,9
5.5,4.148,5.6515,8
5.89,4.072,5.2712,9
1.51,1.44,1.4787,11
5.2,4.101,5.0742,6
5.87,4.536,5.0244,9
1.75,1.662,1.7108,11
3.48,2.684,3.1049,11
6.9,4.026,5.5112,8
6.38,4.541,5.1171,9
5.92,4.114,5.6602,9
5.08,4.473,4.761,9
8.96,6.295,8.7261,6
6.94,6.69,8.3223,5
2.09,1.875,2.0238,11
5.05,3.745,4.9062,9
5.13,3.966,4.5326,11
4.58,3.251,3.8462,11
1.13,0.948,1.0952,11
5.33,4.374,5.0888,9
12.91,6.228,10.9056,7
6.73,5.422,6.6899,9
8.66,6.052,11.657,6
2.07,1.818,1.9788,11
6.35,5.262,7.7382,8
5.76,3.396,4.2204,9
5.98,4.405,6.25,8
1.02,0.976,0.9996,11
0.45,0.397,0.4455,11
8.53,4.781,6.2272,11
8.11,4.602,6.5099,9
4.53,3.069,3.718,11
7.04,4.583,6.8763,9
4.34,4.133,4.2809,8
3.91,2.905,3.395,11
6.52,4.338,6.1394,7
6.17,4.184,4.8964,8
6.11,4.218,5.8102,9
6.3,4.226,6,7
1.96,1.873,1.9111,11
6.88,3.618,4.6768,9
6.11,5.135,6.8899,9
1.85,1.727,1.8066,9
4.66,1.805,4.4175,9
3.95,3.18,3.8741,8
4.71,2.826,4.3085,11
5.81,4.546,5.2613,8
5.96,5.012,5.8328,10
8.09,5.513,7.715,6
8.46,5.165,8.6406,5
3.12,2.499,2.8392,10
8.04,5.498,8.0755,6
7.94,4.588,5.8697,10
3.19,2.593,2.9984,8
4.79,3.372,4.3138,8
12.08,7.715,9.7286,7
6.93,3.284,6.3918,7
4.82,2.251,4.4322,8
7.3,6.12,6.6219,8
6.08,3.966,5.3263,10
5.4,3.685,4.4518,9
9.79,7.767,8.9016,8
8.73,5.205,6.7827,8
4.88,3.865,4.0036,11
6.05,3.921,5.3,8
1.08,0.819,1.0604,10
5.53,4.153,5.2692,10
6.02,5.624,6.7732,9
7.01,4.752,6.901,9
7.76,5.123,7.1383,8
5.49,3.853,4.9517,8
