FixedAcidity,VolatileAcidity,CitricAcid,ResidualSugar,Chlorides,FreeSulfurDioxide,TotalSulfurDioxide,Density,pH,Sulphates,Alcohol,QCLabel
0.4779,0.3219,0.31,0.089,0.1302,0.3521,0.1979,0.685,0.3465,0.1796,0.2769,C
0.7699,0.1164,0.75,0.1301,0.1202,0.3099,0.1307,0.6263,0.2362,0.2096,0.4615,B
0.6903,0.2055,0.49,0.2534,0.1018,0.2535,0.1307,0.5675,0.2205,0.1677,0.1692,D
0.4779,0.3219,0.31,0.089,0.1302,0.3521,0.1979,0.685,0.3465,0.1796,0.2769,C
0.5398,0.1918,0.48,0.0822,0.1886,0.1972,0.1519,0.5822,0.2283,0.2874,0.2,C
0.5221,0.2671,0.64,0.1027,0.1586,0.0704,0.0318,0.5308,0.2756,0.1976,0.5231,B
0.5221,0.2671,0.64,0.1027,0.1586,0.0704,0.0318,0.5308,0.2756,0.1976,0.5231,B
0.3451,0.3664,0.49,0.3562,0.1836,0.4648,0.5124,0.8025,0.4488,0.485,0.1385,D
0.6991,0.3288,0.49,0.2329,0.1469,0.0563,0.0283,0.8025,0.4016,0.2455,0.5385,C
0.5133,0.3356,0.49,0.0822,0.3139,0.0563,0.0353,0.685,0.3307,0.1796,0,E
0.5575,0.0616,0.49,0.1301,0.1269,0.1408,0.0919,0.5235,0.378,0.2096,0.5077,C
0.2389,0.1678,0.49,0.1096,0.1269,0.5352,0.3534,0.4794,0.4882,0.2695,0.4,D
0.4602,0.089,0.49,0.1233,0.1269,0.1972,0.0954,0.5969,0.5354,0.3413,0.2462,C
0.2655,0.1986,0.49,0.0753,0.1269,0.2113,0.1307,0.5822,0.5827,0.1856,0.1077,D
0.3186,0.1849,0.49,0.0959,0.1452,0.6479,0.4488,0.5749,0.5039,0.3952,0.2154,D
0.4159,0.1918,0.49,0.1096,0.1219,0.5211,0.4806,0.5675,0.378,0.1317,0.1538,D
0.4071,0.2123,0.49,0.1027,0.1235,0.3099,0.3887,0.5529,0.3858,0.1856,0.1692,D
0.5133,0.3562,0.24,0.1301,0.1553,0.3944,0.1661,0.7144,0.3937,0.2036,0.2308,D
0.2389,0.1678,0.49,0.1096,0.1269,0.5352,0.3534,0.4794,0.4882,0.2695,0.4,D
0.2124,0.1781,0.49,0.1096,0.1419,0.4507,0.2792,0.4501,0.5118,0.2635,0.4615,C
0.3186,0.2055,0.49,0.1164,0.1202,0.4366,0.1731,0.641,0.4724,0.2515,0.0462,C
0.469,0.3493,0.24,0.1027,0.1085,0.0704,0.0954,0.5382,0.2756,0.1437,0.1538,D
0.3982,0.0685,0.24,0.0822,0.1102,0,0.0777,0.6557,0.5276,0.3234,0.2923,C
0.646,0.1781,0.49,0.1233,0.1436,0.1549,0.1272,0.7584,0.3307,0.1677,0.2923,D
0.646,0.1781,0.49,0.1233,0.1436,0.1549,0.1272,0.7584,0.3307,0.1677,0.2923,D
0.5044,0.1027,0.24,0.0822,0.1002,0.1972,0.0954,0.406,0.378,0.1976,0.6769,C
0.4779,0.2466,0.24,0.1233,0.1503,0.169,0.0919,0.7291,0.4252,0.1377,0.2462,C
0.3982,0.0685,0.24,0.0822,0.1102,0,0.0777,0.6557,0.5276,0.3234,0.2923,C
0.469,0.3493,0.24,0.1027,0.1085,0.0704,0.0954,0.5382,0.2756,0.1437,0.1538,D
0.3097,0.4829,0.24,0.0822,0.1202,0.0563,0.0247,0.5235,0.4961,0.2635,0.3538,C
0.7345,0.1575,0.49,0.3356,0.0902,0.0563,0.1025,0.8319,0.3622,0.1976,0.5538,B
0.5841,0.2603,0.74,0.2911,0.1469,0.0563,0.0389,0.6997,0.378,0.1737,0.4308,D
0.4071,0.3219,0.24,0.1644,0.1486,0.2676,0.1449,0.641,0.4094,0.2036,0.1846,D
0.4336,0.2329,0.49,0.3699,0.0868,0.0563,0.0389,0.641,0.3701,0.2395,0.4,C
0.4159,0.4075,0.24,0.0822,0.0968,0.0563,0.0495,0.4794,0.2992,0.1557,0.2308,D
0.5841,0.3699,0.24,0.1096,0.1219,0.2113,0.1661,0.6777,0.252,0.2335,0.4,C
0.8584,0.1301,0.74,0.0616,0.1052,0.0704,0.0318,0.7878,0.0945,0.2754,0,C
0.3982,0.2397,0.49,0.1164,0.1369,0.5211,0.3534,0.5969,0.2677,0.1557,0.1077,D
0.2566,0.2945,0.24,0.0753,0.1102,0.1268,0.0777,0.6043,0.5591,0.2695,0.1692,C
0.531,0.1301,0.49,0.1096,0.0918,0.0704,0.053,0.6336,0.4094,0.3174,0.3538,C
0.6903,0.1575,0.49,0.1164,0.1119,0.3662,0.2226,0.685,0.2992,0.2515,0.3077,C
0.3894,0.2808,0.49,0.0685,0.2654,0.0704,0.0671,0.5455,0.4173,0.1677,0.1538,C
0.1947,0.2671,0.01,0.0822,0.1035,0.1127,0.0671,0.4207,0.4646,0.1377,0.1692,C
0.4248,0.2123,0.24,0.1301,0.1336,0.1831,0.1378,0.5822,0.3543,0.2395,0.2462,C
0.4336,0.2329,0.24,0.1233,0.1336,0.1831,0.1343,0.5822,0.2992,0.2455,0.2462,C
0.0354,0.6301,0.24,0.0479,0.0634,0.4366,0.318,0.2445,0.7874,0.1737,0.4769,D
0.9646,0.3596,0.49,0.226,0.1386,0.1268,0.0601,0.9604,0.1417,0.2455,0.4154,D
0.9646,0.3596,0.49,0.226,0.1386,0.1268,0.0601,0.9604,0.1417,0.2455,0.4154,D
0.5575,0.2808,0.49,0.2534,0.177,0.1268,0.0389,0.7438,0.2598,0.1377,0.5077,C
0.9735,0.3596,0.49,0.226,0.1386,0.1268,0.0601,0.9604,0.1417,0.2455,0.4154,D
0.5575,0.2808,0.49,0.2534,0.177,0.1268,0.0389,0.7438,0.2598,0.1377,0.5077,C
0.7434,0.2397,0.49,0.2329,0.1219,0.0704,0.1449,0.8833,0.4409,0.2096,0.6615,C
0.7168,0.3288,0.49,0.1301,0.1052,0.0563,0.0459,0.685,0.315,0.1437,0.4615,D
0.3894,0.2192,0.49,0.1027,0.1102,0.3521,0.4064,0.5675,0.3858,0.1497,0.1231,D
0.3894,0.2877,0.49,0.137,0.1369,0.5634,0.3675,0.5969,0.2677,0.1677,0.1231,D
0.2655,0.1164,0.49,0.1233,0.1336,0.338,0.1908,0.5162,0.4488,0.1677,0.2615,C
0.7434,0.2397,0.49,0.2329,0.1219,0.0704,0.1449,0.8833,0.4409,0.2096,0.6615,C
0.7168,0.3288,0.49,0.1301,0.1052,0.0563,0.0459,0.685,0.315,0.1437,0.4615,D
0.3628,0.3973,0.24,0.1096,0.3573,0.0563,0.0318,0.663,0.4567,0.1617,0.0923,C
0.3628,0.3973,0.24,0.1096,0.3573,0.0563,0.0318,0.663,0.4567,0.1617,0.0923,C
0.4602,0.2603,0.49,0.1164,0.3973,0.0563,0.0495,0.6557,0.4488,0.2754,0.3538,C
0.1416,0.1644,0.24,0.089,0.1386,0.2535,0.1272,0.3326,0.6535,0.1437,0.5077,C
0.6106,0.1575,0.49,0.1644,0.0968,0.1268,0.1095,0.7511,0.4567,0.3473,0.4,C
0.1416,0.1644,0.24,0.089,0.1386,0.2535,0.1272,0.3326,0.6535,0.1437,0.5077,C
0.4956,0.0822,0.49,0.1027,0.1052,0.1268,0.0777,0.5675,0.315,0.1677,0.3077,D
0.5221,0.3219,0.49,0.0822,0.0968,0.1831,0.1449,0.663,0.4409,0.1377,0.1846,E
0.531,0.1507,0.49,0.1575,0.1102,0.2676,0.2544,0.6703,0.3543,0.2216,0.2462,C
0.6814,0.1027,0.49,0.1507,0.1119,0.3803,0.1413,0.6777,0.3622,0.2814,0.2769,C
0.469,0.2603,0.24,0.0959,0.1519,0.0704,0.0283,0.5675,0.4724,0.1138,0.2462,E
0.3717,0.2192,0.49,0.1301,0.1185,0.2394,0.371,0.5969,0.4409,0.1617,0.1692,D
0.3717,0.2397,0.49,0.137,0.1219,0.2254,0.3675,0.5969,0.4331,0.1617,0.2154,D
0.531,0.1301,0.49,0.089,0.0851,0.2394,0.1201,0.5529,0.315,0.1078,0.2154,C
0.6814,0.2603,0.49,0.089,0.1285,0.0563,0.0283,0.7438,0.3543,0.0659,0.1846,D
0.6814,0.2603,0.49,0.089,0.1285,0.0563,0.0283,0.7438,0.3543,0.0659,0.1846,D
0.6283,0.2534,0.49,0.089,0.1185,0.0563,0.0318,0.7291,0.3543,0.0599,0.1231,D
0.6549,0.1096,0.49,0.0685,0.1035,0.1268,0.053,0.5529,0.189,0.1976,0.2308,B
0.6372,0.1438,0.49,0.1712,0.1352,0.7465,0.2615,0.7438,0.4409,0.2575,0.3538,B
0.2655,0.2671,0.24,0.1027,0.1319,0.0986,0.1131,0.5822,0.5748,0.1976,0.1846,C
0.5752,0.1301,0.49,0.1233,0.1369,0.2113,0.1449,0.6263,0.2992,0.4132,0.3385,B
0.2389,0.4178,0.24,0.0685,0.1603,0.2394,0.3392,0.4868,0.4094,0.1557,0.1385,D
0.0354,0.2055,0.24,0.0753,0.0801,0.2535,0.1555,0.1197,0.7717,0.2455,0.8615,A
0.4956,0.1164,0.49,0.1164,0.0785,0.0563,0.0247,0.5529,0.2441,0.2455,0.3231,B
0.3894,0.226,0.49,0.1164,0.1202,0.2817,0.2438,0.6336,0.4803,0.1437,0.2,D
0.177,0.1849,0.49,0.0548,0.0968,0.3099,0.5053,0.1564,0.2992,0.1018,0.4769,C
0.3894,0.226,0.49,0.1164,0.1202,0.2817,0.2438,0.6336,0.4803,0.1437,0.2,D
0.469,0.2534,0.58,0.1781,0.1369,0.1127,0.1307,0.7584,0.4331,0.1497,0.0923,D
0.292,0.411,0.17,0.1164,0.1402,0.2676,0.1131,0.5675,0.5197,0.1198,0.1692,D
0.3805,0.3253,0.41,0.4795,0.1235,0.4085,0.364,0.7144,0.4173,0.1437,0.1385,D
0.6903,0.1918,0.51,0.0753,0.0785,0.0704,0.0636,0.685,0.2362,0.1617,0.1385,C
0.646,0.3151,0.58,0.0685,0.0985,0.0563,0.0424,0.5822,0.2756,0.1796,0.2462,C
0.3451,0.3185,0.18,0.0822,0.1102,0.0563,0.0848,0.4868,0.3622,0.0898,0.2154,C
0.7168,0.3219,0.45,0.0959,0.1169,0.1408,0.0565,0.7291,0.2047,0.2216,0.1385,C
0.3186,0.5445,0.27,0.0822,0.1269,0.0845,0.0601,0.4501,0.4094,0.0838,0.2462,E
0.7611,0.2329,0.52,0.089,0.0985,0.1549,0.1025,0.7731,0.2835,0.1377,0.0923,C
0.2743,0.4897,0,0.1164,0.1152,0.0704,0.0283,0.5455,0.4409,0.1138,0.1385,D
0.7611,0.2329,0.52,0.089,0.0985,0.1549,0.1025,0.7731,0.2835,0.1377,0.0923,C
0.3274,0.3151,0.13,0.137,0.1402,0.1831,0.2014,0.6116,0.3386,0.1737,0.1077,C
0.3274,0.3288,0.13,0.1164,0.1219,0.0704,0.0636,0.6116,0.4488,0.1557,0.1231,C
0.4248,0.1986,0.48,0.2534,0.1002,0.1268,0.0495,0.5308,0.4724,0.2754,0.5846,B
0.3717,0.2466,0.41,0.1644,0.1336,0.3521,0.1625,0.5969,0.4488,0.1198,0.3231,C
0.4867,0.363,0.37,0.2877,0.1636,0.1408,0.2085,0.92,0.4567,0.1856,0.3077,C
0.1504,0.1644,0.19,0.1575,0.1052,0.1972,0.1166,0.406,0.6457,0.1138,0.6615,C
0.3717,0.0822,0.54,0.1096,0.1185,0.338,0.1802,0.6043,0.5118,0.1257,0.1231,D
0.7611,0.1781,0.55,0.1233,0.1152,0.0563,0.0353,0.7731,0.189,0.1257,0.1538,D
0.2566,0.3562,0,0.1027,0.1085,0.2394,0.0813,0.4721,0.4567,0.1617,0.2462,C
0.3186,0.1849,0.38,0.0411,0.0768,0.1268,0.0813,0.4501,0.4094,0.2455,0.2154,D
0.4071,0.4349,0.18,0.089,0.227,0.1268,0.3428,0.5015,0.1024,0.6168,0.2769,C
0.4425,0.3288,0.5,0.0959,0.1119,0.3803,0.2297,0.707,0.5984,0.1437,0.2,D
0.4425,0.3288,0.5,0.0959,0.1119,0.3803,0.2297,0.707,0.5984,0.1437,0.2,D
0.6106,0.1301,0.51,0.089,0.1119,0.1831,0.0777,0.5969,0.2283,0.3593,0.2154,C
0.6018,0.2329,0.5,0.1233,0.1836,0.0423,0.0389,0.7731,0.3071,0.2216,0.2769,D
0.5929,0.1712,0.41,0.0959,0.1269,0.0704,0.0353,0.641,0.2756,0.2814,0.1385,D
0.3274,0.2877,0.24,0.1712,0.1068,0.2113,0.3746,0.5529,0.4173,0.1677,0.1538,D
0.3186,0.3014,0.23,0.1712,0.1102,0.1831,0.3463,0.5529,0.4252,0.1737,0.1538,D
0.4779,0.3151,0.22,0.0685,0.1135,0.1127,0.0919,0.5382,0.3071,0.1317,0.1692,D
0.292,0.2671,0.25,0.137,0.1085,0.2817,0.1378,0.5382,0.5906,0.3772,0.5692,C
0.1947,0.3904,0,0.3219,0.187,0.2817,0.1837,0.707,0.5669,0.2335,0.2769,D
0.1947,0.3904,0,0.3219,0.187,0.2817,0.1837,0.707,0.5669,0.2335,0.2769,D
0.3717,0.3288,0.29,0.089,0.1436,0.0563,0.0318,0.641,0.4882,0.0958,0.1077,D
0.3717,0.3288,0.29,0.089,0.1436,0.0563,0.0318,0.641,0.4882,0.0958,0.1077,D
0.3628,0.2877,0.26,0.1096,0.1419,0.0845,0.0883,0.5529,0.4173,0.1617,0.1385,C
0.2655,0.387,0.23,0.0959,0.1653,0.2676,0.2756,0.4648,0.3701,0.1677,0.1385,D
0.3628,0.2877,0.26,0.1096,0.1419,0.0845,0.0883,0.5529,0.4173,0.1617,0.1385,C
0.5133,0.1096,0.54,0.1233,0.1553,0.0563,0.0459,0.641,0.4016,0.1796,0.1692,D
0.2655,0.1986,0.14,0.1438,0.1252,0.2817,0.1307,0.4648,0.4567,0.1437,0.3231,C
0.4867,0.5582,0.22,0.1712,0.1553,0.1408,0.2827,0.8025,0.5433,0.1856,0.4462,E
0.292,0.1575,0.21,0.0685,0.1018,0.6338,0.3392,0.4648,0.4173,0.1497,0.1692,D
0.3628,0.4932,0,0.0342,0.0885,0.3239,0.0954,0.3913,0.4173,0.1317,0.2,D
0.4425,0.5205,0.28,0.1027,0.1235,0.4085,0.4982,0.5749,0.3937,0.1198,0.1538,D
0.4336,0.524,0.27,0.0959,0.1202,0.4225,0.4912,0.5675,0.3937,0.1198,0.1538,D
0.2743,0.5445,0.12,0.089,0.2187,0.0845,0.0601,0.4648,0.4803,0.1916,0.2769,B
0.3805,0.1164,0.35,0.0685,0.0918,0.338,0.1802,0.5088,0.3465,0.6168,0.2923,C
0.469,0.2877,0.45,0.0959,0.0985,0.2113,0.1201,0.663,0.5118,0.1737,0.1538,D
0.4336,0.3219,0.44,0.0959,0.0985,0.2817,0.2191,0.6703,0.5669,0.1796,0.1692,D
0.469,0.2877,0.45,0.0959,0.0985,0.2113,0.1201,0.663,0.5118,0.1737,0.1538,D
0.4336,0.3219,0.44,0.0959,0.0985,0.2817,0.2191,0.6703,0.5669,0.1796,0.1692,D
0.469,0.2877,0.45,0.0959,0.0985,0.2113,0.1201,0.663,0.5118,0.1737,0.1538,D
0.2832,0.3562,0.1,0.3493,0.172,0.0563,0.0177,0.6116,0.4961,0.2156,0.2615,B
0.2389,0.3767,0.05,0.1849,0.1586,0.0704,0.0495,0.5235,0.5197,0.1796,0.2615,D
0.3274,0.4966,0.01,0.089,0.0968,0.0563,0.0283,0.4868,0.4567,0.1497,0.4,E
0.3628,0.2466,0.3,0.1301,0.0902,0.1268,0.0777,0.4648,0.4646,0.2036,0.4308,B
0.1858,0.2055,0.27,0.5274,0.0935,0.3239,0.5018,0.3473,0.3307,0.1437,0.4462,C
0.5398,0.2123,0.39,0.089,0.1569,0.0986,0.0919,0.6263,0.1181,0.1018,0.1846,D
0.4602,0.5205,0.25,0.1096,0.1536,0.4789,0.5265,0.8025,0.5276,0.2036,0.4308,D
1,0.1644,0.65,0.4521,0.1402,0.2958,0.2297,0.5529,0.189,0.3054,1,D
0.4248,0.1438,0.59,0.1301,0.1119,0.1127,0.0848,0.5529,0.2992,0.1257,0.5538,C
0.354,0.2397,0.47,0.1027,0.1035,0.0845,0.0813,0.5749,0.2677,0.0778,0.1692,D
0.4513,0.2945,0.17,0.137,0.1252,0.2676,0.1661,0.7584,0.315,0.1677,0.1538,D
0.5398,0.2123,0.39,0.089,0.1569,0.0986,0.0919,0.6263,0.1181,0.1018,0.1846,D
0.6549,0.2603,0.59,0.0342,0.1018,0.3099,0.1272,0.5822,0.1417,0.2096,0.3231,B
0.2301,0.274,0.07,0.0342,0.1035,0.0563,0.0495,0.5308,0.4567,0.2874,0.1846,C
0.2212,0.4932,0.02,0.2397,0.1402,0.0563,0.0247,0.5088,0.5276,0.1437,0.4,E
0.2301,0.274,0.07,0.0342,0.1035,0.0563,0.0495,0.5308,0.4567,0.2874,0.1846,C
0.2566,0.2055,0.31,0.0479,0.1135,0.1972,0.1272,0.5675,0.4488,0.1856,0.0923,D
0.2301,0.3082,0.06,0.0479,0.1068,0.1127,0.0742,0.5235,0.4882,0.2216,0.1846,C
0.4867,0.1096,0.46,0.0616,0.0634,0.0563,0.0247,0.5382,0.2362,0.2754,0.2769,C
0.6637,0.1918,0.52,0.0753,0.1336,0.1972,0.1696,0.7291,0.2283,0.1976,0.2769,D
0.4248,0.3219,0.14,0.0753,0.1202,0.338,0.1484,0.5896,0.315,0.1377,0.2,D
0.3274,0.2534,0.36,0.0616,0.3506,0.0704,0.0353,0.5822,0.3465,0.1617,0.1692,C
0.5929,0.1507,0.45,0.0753,0.1169,0.0704,0.0318,0.641,0.1575,0.1976,0.1231,C
0.4779,0.4178,0.43,0.0959,0.0785,0.1972,0.0883,0.4794,0.3228,0.1437,0.4,D
0.5929,0.1507,0.45,0.0753,0.1169,0.0704,0.0318,0.641,0.1575,0.1976,0.1231,C
0.2035,0.1918,0.24,0.1096,0.1185,0.4085,0.1378,0.428,0.4094,0.1497,0.2462,D
0.3186,0.4178,0.21,0.0548,0.1035,0.0563,0.0247,0.4941,0.3622,0.1138,0.1692,D
0.4602,0.7671,0.34,0.0753,0.1119,0.4366,0.5124,0.5822,0.3228,0.1198,0.1692,D
0.3186,0.4178,0.21,0.0548,0.1035,0.0563,0.0247,0.4941,0.3622,0.1138,0.1692,D
0.5487,0.1918,0.41,0.089,0.1202,0.0845,0.0389,0.6116,0.2677,0.2036,0.1385,C
0.4159,0.1986,0.39,0.089,0.0868,0.1549,0.0883,0.6116,0.4094,0.1916,0.2769,D
0.5487,0.1918,0.41,0.089,0.1202,0.0845,0.0389,0.6116,0.2677,0.2036,0.1385,C
0.354,0.4658,0.11,0.0959,0.1202,0.1549,0.0883,0.5749,0.5197,0.0898,0.2308,D
0.3274,0.4521,0.1,0.1164,0.1152,0.6197,0.2862,0.6043,0.5827,0.1198,0.2462,D
0.5487,0.0959,0.45,0.1644,0.0801,0.2676,0.1519,0.5235,0.3071,0.1257,0.1846,D
0.7699,0.2123,0.58,0.0685,0.0968,0.1972,0.1201,0.7584,0.252,0.0958,0.0923,D
0.3009,0.226,0.23,0.089,0.1369,0.2113,0.0813,0.4501,0.3701,0.0958,0.2769,C
0.3451,0.2329,0.31,0.0925,0.1102,0.4366,0.1837,0.5822,0.4646,0.1257,0.2154,D
0.3097,0.4521,0.23,0.1164,0.0785,0.0563,0.0318,0.5088,0.4961,0.1377,0.4462,D
0.4602,0.589,0.32,0.0959,0.1102,0.4789,0.5159,0.5822,0.4016,0.0898,0.1538,D
0.3097,0.4521,0.23,0.1164,0.0785,0.0563,0.0318,0.5088,0.4961,0.1377,0.4462,D
0.2212,0.363,0.18,0.0616,0.0968,0.169,0.1201,0.5088,0.5512,0.1617,0.1077,D
0.3982,0.3562,0.23,0.1507,0.1386,0.169,0.1131,0.7144,0.4252,0.1557,0.2,D
0.2743,0.3699,0.04,0.0479,0.0451,0.0423,0.0106,0.4501,0.5197,0.0838,0.1538,D
0.3097,0.1781,0.48,0.0616,0.2421,0.0563,0.0389,0.5529,0.4409,0.4311,0.1538,D
0.2478,0.7295,0,0.2295,0.1419,0.0563,0.0283,0.4794,0.7008,0.1257,0.3538,E
0.4071,0.5479,0.24,0.1164,0.1252,0.1549,0.3074,0.7144,0.5827,0.1257,0.2154,D
0.354,0.2534,0.51,0.0753,0.6845,0.2113,0.1979,0.5749,0.2283,0.503,0.0923,D
0.3894,0.2466,0.32,0.1301,0.1202,0.2817,0.4099,0.6116,0.4567,0.1737,0.1538,D
0.3894,0.2397,0.31,0.1233,0.1202,0.3239,0.4205,0.6116,0.4488,0.1677,0.1538,D
0.0442,0.2397,0.02,0.0274,0.0367,0.2394,0.1343,0.149,0.9134,0.1737,0.6769,C
0.2124,0.363,0.02,0.0822,0.0902,0.0986,0.0671,0.5235,0.5748,0.2036,0.1692,C
0.2124,0.363,0.02,0.0822,0.0902,0.0986,0.0671,0.5235,0.5748,0.2036,0.1692,C
0.4248,0.339,0.28,0.1575,0.1252,0.2394,0.2332,0.7364,0.4488,0.1198,0.2,D
0.6372,0.1781,0.55,0.0822,0.0985,0.0563,0.0459,0.6263,0.2913,0.1737,0.3692,C
0.531,0.6164,0.43,0.137,0.1068,0.3521,0.2898,0.6116,0.2677,0.1437,0.2615,C
0.2124,0.363,0.02,0.0822,0.0902,0.0986,0.0671,0.5235,0.5748,0.2036,0.1692,C
0.2124,0.3562,0.02,0.0822,0.0918,0.1127,0.0601,0.5088,0.5748,0.2036,0.1538,C
0.2566,0.1781,0.48,0.1164,0.1018,0.2958,0.2756,0.5235,0.4567,0.2216,0.1846,E
0.3982,0.4418,0.04,0.0479,0.1102,0.0423,0.0283,0.5822,0.4331,0.1257,0.2,E
0.3363,0.6267,0.15,0.3493,0.1018,0.1408,0.1696,0.6557,0.4961,0.0958,0.2308,D
0.2124,0.4521,0.08,0.0753,0.1352,0.1268,0.0459,0.406,0.5197,0.0838,0.2462,D
0.2478,0.2534,0.19,0.1438,0.1085,0.2113,0.1095,0.4794,0.4961,0.1078,0.3231,D
0.2832,0.2911,0.12,0.1096,0.0935,0.1408,0.1025,0.4354,0.4724,0.1677,0.4923,C
0.4513,0.1301,0.47,0.0479,0.0835,0.169,0.0954,0.6043,0.4173,0.1976,0.2462,C
0.531,0.6199,0.43,0.1301,0.1135,0.2817,0.2756,0.6189,0.252,0.1437,0.2615,D
0.3805,0.3048,0.34,0.1438,0.1352,0.2113,0.3746,0.7144,0.5039,0.1677,0.1692,D
0.3628,0.3904,0,0.1575,0.1202,0.169,0.0954,0.6703,0.4882,0.0719,0.1538,D
0.3009,0.2123,0.36,0.0959,0.1052,0.1268,0.1484,0.5529,0.4724,0.0778,0.1538,D
0.469,0.4247,0.28,0.1164,0.1102,0.2817,0.2509,0.5822,0.4252,0.1078,0.2154,D
0.2301,0.2534,0.18,0.1233,0.0952,0.169,0.0989,0.4868,0.4331,0.0898,0.1231,C
0.3009,0.2123,0.36,0.0959,0.1052,0.1268,0.1484,0.5529,0.4724,0.0778,0.1538,D
0.2655,0.2329,0.11,0.1164,0.1119,0.1549,0.1519,0.4941,0.3701,0.1437,0.2462,D
0.3363,0.3014,0.04,0.0753,0.1169,0.1268,0.0565,0.5529,0.378,0.0659,0.1846,D
0.2212,0.3699,0,0.2055,0.1235,0.2254,0.1378,0.5529,0.5669,0.1257,0.1692,D
0.3363,0.3014,0.04,0.0753,0.1169,0.1268,0.0565,0.5529,0.378,0.0659,0.1846,D
0.3805,0.2466,0.24,0.1336,0.1369,0.4789,0.3534,0.5969,0.2835,0.1198,0.1231,D
0.2655,0.2055,0.08,0.1233,0.1202,0.1972,0.1484,0.4941,0.3701,0.1557,0.2462,D
0.2212,0.1301,0.3,0.089,0.0684,0.493,0.4276,0.4721,0.1575,0.7725,0.1692,D
0.2566,0.6815,0.1,0.1507,0.1235,0.0563,0.0212,0.4207,0.6299,0.1617,0.4308,E
0.3894,0.3699,0.17,0.1438,0.1085,0.0563,0.0247,0.5529,0.4331,0.1317,0.3077,D
0.3097,0.411,0.09,0.1301,0.1202,0.2394,0.1519,0.685,0.5433,0.2335,0.4154,C
0.1593,0.3082,0.02,0.0616,0.0918,0.0423,0.0177,0.5088,0.5669,0.2096,0.1692,D
0.1593,0.3082,0.02,0.0616,0.0918,0.0423,0.0177,0.5088,0.5669,0.2096,0.1692,D
0.1593,0.5103,0.03,0.1575,0.0985,0.3662,0.1837,0.362,0.685,0.0958,0.6615,C
0.4336,0.2945,0.66,0.0959,0.626,0.1549,0.1095,0.5969,0.3386,0.2036,0.1846,D
0.3805,0.5171,0.13,0.1747,0.1269,0.0423,0.0283,0.685,0.5512,0.1138,0.4769,D
0.2389,0.4897,0.03,0.0822,0.1336,0.1268,0.0459,0.4794,0.5118,0.0838,0.1846,D
0.2124,0.226,0.34,0.1233,0.1169,0.2113,0.2332,0.5822,0.6378,0.1617,0.1692,D
0.2743,0.3014,0.2,0.0753,0.1052,0.1127,0.1166,0.6336,0.5827,0.1737,0.1385,D
0.2743,0.5788,0.1,0.0822,0.1669,0.1408,0.0565,0.4574,0.4094,0.1018,0.1692,D
0.2743,0.5788,0.1,0.0822,0.1669,0.1408,0.0565,0.4574,0.4094,0.1018,0.1692,D
0.3186,0.3219,0,0.1096,0.1352,0.2535,0.1837,0.7438,0.5984,0.1916,0.1385,C
0.3894,0.2329,0.23,0.1301,0.1336,0.3803,0.3463,0.6043,0.2835,0.1377,0.1231,D
0.3894,0.3904,0,0.1027,0.1269,0.2535,0.1131,0.6557,0.4803,0.1617,0.1385,D
0.3274,0.4384,0.29,0.226,0.1052,0.1549,0.0353,0.4721,0.5591,0.2096,0.4769,C
0.4071,0.2808,0.24,0.1164,0.1102,0.3803,0.47,0.5734,0.3701,0.1437,0.1692,D
0.1681,0.339,0,0.0685,0.0885,0.1127,0.0424,0.5235,0.5669,0.1916,0.1231,D
0.6195,0.1986,0.58,0.1301,0.1402,0.338,0.3357,0.7467,0.3071,0.1198,0.2462,D
0.5752,0.1849,0.54,0.1233,0.1386,0.2817,0.3357,0.7364,0.3071,0.1078,0.1692,D
0.2389,0.2671,0.18,0.0822,0.0968,0.1549,0.0777,0.5587,0.6142,0.2395,0.1692,C
0.3186,0.1507,0.38,0.1096,0.1135,0.1549,0.1802,0.5675,0.4409,0.0838,0.0923,C
0.354,0.1438,0.4,0.1164,0.1185,0.2113,0.2191,0.569,0.4409,0.0898,0.1538,D
0.2301,0.2603,0.18,0.0822,0.0985,0.1549,0.0883,0.5536,0.6142,0.2335,0.1846,C
0.2389,0.2671,0.18,0.0822,0.0968,0.1549,0.0777,0.5587,0.6142,0.2395,0.1692,C
0.3274,0.363,0.1,0.137,0.1285,0.2254,0.1201,0.5844,0.4331,0.1317,0.1692,D
0.3274,0.363,0.1,0.137,0.1285,0.2254,0.1201,0.5844,0.4331,0.1317,0.1692,D
0.2655,0.2877,0.13,0.1096,0.1419,0.3239,0.212,0.5712,0.5118,0.1677,0.1538,D
0.3274,0.363,0.1,0.137,0.1285,0.2254,0.1201,0.5844,0.4331,0.1317,0.1692,D
0.2832,0.2466,0.68,0.0548,0.6728,0.1831,0.0919,0.4765,0.2756,0.4371,0.1077,C
0.2832,0.5411,0.07,0.0685,0.0768,0.2958,0.1449,0.3803,0.6063,0.0599,0.3538,C
0.1504,0.589,0.01,0.0753,0.0751,0.1972,0.0954,0.3532,0.6772,0.0778,0.4308,C
0.3097,0.5137,0,0.089,0.1202,0.1268,0.0883,0.4765,0.4016,0.1018,0.2154,D
0.3097,0.5137,0,0.089,0.1202,0.1268,0.0883,0.4765,0.4016,0.1018,0.2154,D
0.3717,0.2055,0.21,0.1096,0.1336,0.4507,0.2898,0.5991,0.3543,0.1138,0.1231,D
